id,type,asian,indian,black,white,middle eastern,latino hispanic,confidence
81359,unrecognized,4.270623996853828,16.84996783733368,4.82439361512661,16.586029529571533,21.85332626104355,35.61566174030304,99.87461853027344
58260,unrecognized,13.495724021878722,9.126400545406408,3.096458871240481,26.227146533387486,18.12350071948775,29.930770984979983,99.99594116210938
47896,unrecognized,0.7065863814204931,0.0112422967504244,0.0011191030353074,93.85823607444765,0.9195274673402308,4.503291100263596,99.99786376953124
52397,unrecognized,1.344785675367775e-12,2.020605904817785e-10,100.0,1.3662909319714535e-20,3.08179951107714e-23,1.4759154176794526e-13,99.99925231933594
52397,unrecognized,0.5049829371273518,0.0844363181386143,0.0028410097002051,86.67513132095337,6.046399846673012,6.686206161975861,99.96849060058594
76298,unrecognized,28.74576322709103,9.108585662161447,43.59004757345007,4.202236485614567,2.837463637439229,11.515901924127457,99.98922729492188
76298,unrecognized,0.0012856758362285,0.1594037908095072,0.0010098008421149,64.13438747711331,30.08684157289963,5.617063940517433,99.9962387084961
49021,unrecognized,0.0067956545948254,6.216204526376877e-05,5.163681346090944e-07,99.92634057559611,0.0322931174344937,0.0345072933318715,99.99808502197266
51807,unrecognized,15.465357899665833,7.2832368314266205,4.105933010578156,24.334847927093502,17.095305025577545,31.71531856060028,99.99999237060548
51807,unrecognized,0.7829940877854824,0.2497447188943624,0.0447335245553404,87.58429288864136,6.208835169672966,5.129401758313179,99.9933090209961
6175,unrecognized,85.79869439617462,0.0579624309491448,0.0289185316520072,7.042410875271455,0.2572336160336594,6.814774058488124,82.65814971923828
86920,unrecognized,5.221745310529787,2.010030419232274,0.9179720270915048,56.3320670325796,22.927042718353437,12.591143702932817,99.7664794921875
26890,unrecognized,21.88131548389012,11.384025349137143,11.32558523707566,14.285720671925464,9.882775261071291,31.240572781494524,99.79353332519533
93671,unrecognized,0.0012951322650022,0.009645147503856,3.577233300745831e-05,93.71097646421052,2.797600234901919,3.480450643923917,99.70084381103516
37628,unrecognized,79.3483316898346,6.628585606813431,0.5691167432814837,0.7082880008965731,0.0520073866937309,12.693677842617037,99.99662017822266
61048,unrecognized,5.0135839730501175,6.288845092058182,44.17635798454285,15.247674286365507,8.511432260274887,20.762109756469727,99.96007537841795
61048,unrecognized,3.062282688915729,15.340648591518402,51.2886106967926,6.25181645154953,12.80597597360611,11.25066578388214,99.9991683959961
61048,unrecognized,18.410154391545586,2.598531108919514,0.8311669401725459,25.26582780669067,6.72326168099185,46.17105676782808,87.21084594726562
63075,unrecognized,9.378455579280851,6.982019543647766,3.0535200610756874,35.78125834465027,18.74881535768509,26.05593502521515,99.9934310913086
30417,unrecognized,0.0019003604393219,0.002131833207386,6.235672458387853e-05,95.0034499168396,4.834835231304169,0.1576177077367901,99.49259948730467
86023,unrecognized,0.0103155320611427,0.0066997053380475,0.0001486112346549,95.59333973010304,1.2504211067651383,3.1390752626567764,98.556884765625
92430,unrecognized,0.0193499514932802,0.0110779882997903,0.0007685410303254,93.21764192370868,2.038561868541018,4.712599326658329,99.97341918945312
92430,unrecognized,0.8267078602859808,2.4558832071284304,0.1732774634654776,53.01327145257848,24.218362476630507,19.312503255904108,99.99504089355467
92430,unrecognized,4.365918785333633,9.954380244016647,1.2189866043627262,35.87066829204559,27.9442697763443,20.64577490091324,99.9531478881836
92430,unrecognized,11.476629166402171,3.576718111438639,0.7614842138579019,47.37560435388114,14.849091461246696,21.960474369554184,99.99954223632812
92430,unrecognized,0.2351591270884351,0.2249686181526552,0.0112875829834074,88.20347715636952,6.316643584766601,5.008467585353111,99.99991607666016
92430,unrecognized,2.9075371101498604,5.978912115097046,1.5524717047810557,50.269895792007446,14.54382985830307,24.74735975265503,99.87081909179688
49867,unrecognized,5.579691007733345,7.135508209466934,82.55981206893921,0.0451198196969926,0.018662359798327,4.661212116479874,99.99177551269533
82963,unrecognized,0.0061577615269925,0.0038389367546187,2.721971839036996e-05,89.96994495391846,9.88464131951332,0.135386292822659,99.98870849609376
56291,unrecognized,0.4231936550553831,0.0034328359333579,0.0082572330403727,98.08625567473506,0.385846779396938,1.093019237698271,99.99600982666016
65908,unrecognized,9.33551014270506e-07,5.43315481493778e-07,1.6400627383950095e-09,99.96801614761353,0.0216411033761687,0.0103385362308472,99.9997100830078
